id,sportId,locationId,league-aa,league-de,league-en,league-es,league-fr,league-ja,league-ko,league-pt,league-ru,league-th,league-tr,league-vi,league-zh
111788,11,149,,,,,,,,,,,,,
4265,11,46,,"Ural Volleyball Championship, Women","Ural Volleyball Championship, Women","Ural Volleyball Championship, Women","Ural Volleyball Championship, Women","Ural Volleyball Championship, Women","Ural Volleyball Championship, Women","Campeonato de Voleibol de Ural, Feminino","Ural Volleyball Championship, Women","Ural Volleyball Championship, Women","Ural Volleyball Championship, Women","Ural Volleyball Championship, Women","Ural Volleyball Championship, Women"
5632,11,79,,Championship,Championship,Championship,Championship,Championship,Championship,Divisão A,Championship,Championship,Championship,Championship,Championship
9721,11,185,,"Copa Metropolitana, Women","Copa Metropolitana, Women","Copa Metropolitana, Women","Copa Metropolitana, Women","Copa Metropolitana, Women","Copa Metropolitana, Women","Taça Metropolina, Feminino","Copa Metropolitana, Women","Copa Metropolitana, Women","Copa Metropolitana, Women","Copa Metropolitana, Women","Copa Metropolitana, Women"
7837,11,42,,Cup,Cup,Copa,Coupe,カップ,컵,Taça da Eslováquia,Кубок,Cup,Kupa,Cúp,Cup
13333,11,37,"Steierischer Cup, Women",Landesliga Steiermark,Landesliga Steiermark,Liga Nacional Steiermark,Landesliga Steiermark,ランデスリーガ・シュタイアーマルク,Landesliga Steiermark,Landesliga Steiermark,Ландеслига Стирмарк,Landesliga Steiermark,Landesliga Steiermark,Landesliga Steiermark,奥地利施泰尔马克男排联赛
4414,11,6,,Cup,Cup,Copa,Coupe,カップ,컵,Taça da Croácia,Кубок,คัพ,Kupa,Cúp,克罗地亚排球锦标赛
80762,11,16,,,,,,,,,,,,,
4782,11,66,,"Coupe de France, Frauen","Coupe De France, Women","Coupe de France, Femenina",Coupe de France féminine,フランス・バレーボール・カップ　女子,"프랑스 컵, 여자","Taça de França, Feminino","Кубок Франции, Женщины","กุป เดอ ฟร็องส์, หญิง","Fransa Kupası, Kadınlar","Cúp quốc gia Pháp, Nữ",法国杯，女子
16232,11,44,بطولة العالم للأندية FiVB,Club Weltmeisterschaft,Fivb Club World Championships,Campeonato Mundial Clubes FiVB,Championnats du Monde des clubs FIVB,FiVBクラブ世界選手権,FiVB 클럽 월드 챔피언쉽,Campeonatos do Mundo FiVB de Clubes,ФиВБ Клубный Чемпионат Мира,Fivb Club World Championships,FiVB Kulüpler Dünya Şampiyonası,Giải vô địch thế giới cấp Câu lạc bộ,国际排联世界男排俱乐部锦标赛
53304,11,185,,,,,,,,,,,,,
125418,11,139,,,,,,,,,,,,,
13507,11,118,"Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermédia de Voleibol, Feminino","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women","Liga Nacional Intermedia de Voleibol, Women"
15679,11,233,Serie A,Serie A,Serie A,Serie A,Serie A,Serie A,Serie A,Serie A,Serie A,Serie A,Serie A,Serie A,Serie A
5669,11,62,,National Volleyball League,National Volleyball League,Liga de Voleibol Nacional,National Volleyball League,National Volleyball League,National Volleyball League,Liga Voleibol Nacional,National Volleyball League,National Volleyball League,National Volleyball League,Giải vô địch bóng chuyền quốc gia,National Volleyball League
124842,11,144,,,,,,,,,,,,,
67257,11,44,,,,,,,,,,,,,
4784,11,44,,Champions League,Champions League,Liga de Campeones,Ligue des Champions,チャンピオンズリーグ,챔피언스리그,Liga dos Campeões,Лига Чемпионов,เชียมเปียน ลีก,Şampiyonlar Hokey Ligi Erkekler,Giải vô địch thế giới Nam,欧冠杯
15120,11,58,"U21 Paulista, Women","U21 Paulista, Women","U21 Paulista, Women","U21 Paulista, Women","U21 Paulista, Women","U21 Paulista, Women","U21 Paulista, Women","Taça Paulista Sub-21, Feminino","U21 Paulista, Women","U21 Paulista, Women","U21 Paulista, Women","U21 Paulista, Women","U21 Paulista, Women"
4570,11,14,,Extraliga Frauen,Extraliga Women,Extraliga Femenina,Extraliga Femmes,エクストラリーガ女子,"엑스트라리가, 여자",Extraliga Feminina,Экстралига Женщины,"เอ็กซ์ตราลีกา , หญิง",Extraliga Kadınlar,Extraliga Nữ,捷克排球超级联赛，女子
47680,11,61,,,,,,,,,,,,,
10632,11,11,Kovo Cup,Kovo Cup,Kovo Cup,Copa KOVO,KOVO Cup,KOVOカップ,KOVO 컵,Taça KOVO,Kovo Cup,โคโว่ คัพ,Kovo Cup,Cúp KOVO,韩国职业排球联盟杯
117347,11,141,,,,,,,,,,,,,
5752,11,153,,Bahrain League,Bahrain League,Liga de Bahrain,Championnat du Bahrain,バーレーン・リーグ,바레인 리그,Liga do Bahrain,Бахрейнская Лига,บาห์เรน ลีก,Bahran Ligi,Bahrain League,巴林排球职业联赛
127732,11,187,,,,,,,,,,,,,
130103,11,9,,,,,,,,,,,,,
7352,11,53,,Vysshaya Liga A,Vysshaya Liga A,Vysshaya Liga A,"Vischaya Liga A, Hommes",Vysshaya Liga A,Vysshaya Liga A,"Liga A Especial Bielorrussa, Masculinos","Высшая Лига А, Мужчины",Vysshaya Liga A,Vysshaya Liga A,Vysshaya Liga A,Vysshaya Liga A
6195,11,184,,"Thailand Volleyball League, Women","Thailand Volleyball League, Women","Liga de Voleibol de Tailandia, Femenina","Thailand Volleyball League, Women","Thailand Volleyball League, Women","Thailand Volleyball League, Women","Liga de Voleibol da Tailândia, Feminino","Thailand Volleyball League, Women","Thailand Volleyball League, Women","Thailand Volleyball League, Women","Thailand Volleyball League, Women","Thailand Volleyball League, Women"
5347,11,59,,"V League, Frauen","V League, Women","Liga V, Femenina","V League, Femmes",Vリーグ・女子,"V리그, 여자","V League, Feminino","V Лига, Женщины","วี ลีก, หญิง","V Ligi, Kadınlar","Giải V League, Nữ",V联赛，女子
55778,11,22,,,,,,,,,,,,,
4406,11,3,,Super Cup,Super Cup,Supercopa,Supercoupe,スーパーカップ,슈퍼컵,Supertaça,Суперкубок,ซูเปอร์ คัพ,Super Cup,Super Cup,超级杯
9722,11,185,,Metro Division de Honor,Metro Division de Honor,Metro Division de Honor,Metro Division de Honor,Metro Division de Honor,Metro Division de Honor,Metro Divisão de Honra,Metro Division de Honor,Metro Division de Honor,Metro Division de Honor,Metro Division de Honor,Metro Division de Honor
130795,11,44,,,,,,,,,,,,,
39287,11,44,,,,,,,,,,,,,
92516,11,143,,,,,,,,,,,,,
5210,11,30,,Persha Liga,Persha Liga,Persha Liga,Persha Liga,Persha Liga,Persha Liga,Liga Persha,"Перша Лига, Мужчина",Persha Liga,Persha Liga,Persha Liga,Persha Liga
4547,11,12,Cup,Cup,Cup,Cup,Cup,Cup,Cup,Cup,Cup,Cup,Cup,Cup,Cup
4692,11,6,,Superliga,1st League,1ª Liga,Superligue,スーペルリーガ,슈퍼리가,Superliga,Суперлига,ซุปเปอร์ลีกา,Superliga,Superliga,克罗地亚排球超级联赛
5433,11,30,,"Super Cup, Women","Super Cup, Women","Super Cup, Women","Super Cup, Women","Super Cup, Women","Super Cup, Women","Super Taça, Feminino","Super Cup, Women","Super Cup, Women","Super Cup, Women","Super Cup, Women","Super Cup, Women"
81376,11,160,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List,PGA Tour Money List
132096,11,59,,,,,,,,,,,,,
8308,11,44,,EM Qualifikation Frauen,European Championship Qualification Women,Clasif. Camp Europeo Fem,"Championnat d'Europe féminin, Qualifications",欧州選手権予選女子,"유럽 챔피언십 예선, 여자","Campeonato Europeu Feminino, Qualificação",Чемпионат Европы Квалификация Женщины,ยูโรเปี้ยน แชมป์เปี้ยนชิพ รอบคัดเลือก หญิง,Avrupa Şampiyonası Elemeleri Kadınlar,"Vòng loại Giải vô địch Châu Âu, Nữ",欧洲锦标赛预选赛，女子
7347,11,155,,Emir Cup,Emir Cup,Copa EMIR,Emir Cup,エミール杯,EMIR 컵,Taça Emir,Кубок Эмира,Emir Cup,Emir Cup,Cúp EMIR,Emir Cup
125777,11,11,,,,,,,,,,,,,
5667,11,2,,"Ligat Al, Women","Ligat Al, Women","Ligat Al, Women","Ligat Al, Women","Ligat Al, Women","Ligat Al, Women","Ligat Al, Feminino","Ligat Al, Women","Ligat Al, Women","Ligat Al, Women","Ligat Al, Women","Ligat Al, Women"
62920,11,9,,,,,,,,,,,,,
12451,11,76,"National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women","National Games, Women"
38630,11,12,,,,,,,,,,,,,
57537,11,144,,,,,,,,,,,,,
62921,11,9,,,,,,,,,,,,,
39589,11,58,,,,,,,,,,,,,
5070,11,35,,Nationalliga A,Nationalliga A,Liga Nacional A,Ligue Nationale A,スイスバレーボールリーグ,네이셔널리가 A,Liga Nacional A,Национальная лига A,เนชันแนลลิก้า เอ,Nationalliga A,Giải vô địch quốc gia,瑞士排球全国甲级联赛
5865,11,47,,"Premier League, Women","Premier League, Women","Premier League, Women","Premier League, Women","Premier League, Women","Premier League, Women","Liga Premier, Feminino","Premier League, Women","Premier League, Women","Premier League, Women","Premier League, Women","Premier League, Women"
105398,11,62,,,,,,,,,,,,,
7934,11,44,,Cavb African Club Championship,Cavb African Club Championship,Cavb African Club Championship,Cavb African Club Championship,アフリカンクラブチャンピオンシップ,Cavb African Club Championship,Campeonato de Clubes Africanos,Cavb African Club Championship,Cavb African Club Championship,Cavb African Club Championship,Giải Vô Địch Các Câu Lạc Bộ Châu Phi,Cavb African Club Championship
49373,11,17,,,,,,,,,,,,,
86870,11,53,,,,,,,,,,,,,
14208,11,29,"1. Division, Women","1. Division, Women","1. Division, Women","1. Division, Women","1. Division, Women","1. Division, Women","1. Division, Women","1ª Divisão, Feminino","1. Division, Women","1. Division, Women","1. Division, Women","1. Division, Women","1. Division, Women"
6425,11,59,,V League 2,V League 2,V League 2,V League 2,V League 2,V League 2,Liga V Challenge,V League 2,V League 2,V League 2,V League 2,V League 2
5224,11,156,,Eredivisie,Eredivisie,Eredivisie,Eredivisie,エールディヴィジ,에레디비시,Eredivisie,Эредивизи,เอเรอดีวีซี,Eredivisie,Giải vô địch quốc gia,荷兰排球甲级联赛
5021,11,44,,Baltic Volleyball League,Baltic Volleyball League,Liga de Voleibol Báltica,Baltic Volleyball League,エリテセリエン・女子,발트 배구 리그,Baltic Volleyball League,Baltic Volleyball League,บอลติก วอลเลย์บอล ลีก,Baltic Volleyball League,Giải Bóng Chuyền Baltic,波罗的海排球联赛
105401,11,143,,,,,,,,,,,,,
4408,11,3,,Liga Siatkowki,Liga Siatkowki,PlusLiga,Ligue Siatkowki,ポーランド男子バレーボールリーグ,폴란드 배구 리그,Liga Siatkowki,Лига Сиатковки,ลิก้า เซียตเคากี้,Liga Siatkowki,Liga Siatkowki,波兰男排甲级联赛
9879,11,44,,U20 Balkan Championship,U20 Balkan Championship,U20 Balkan Championship,U20 Balkan Championship,U20 Balkan Championship,U20 Balkan Championship,Campeonato dos Balcãs Sub-20,U20 Balkan Championship,U20 Balkan Championship,U20 Balkan Championship,U20 Balkan Championship,U20 Balkan Championship
4359,11,46,,"Russian Cup, Women","Russian Cup, Women","Copa de Rusia, Femenenino",Coupe de Russie féminine,"Russian Cup, Women","러시안 컵, 여자","Taça da Russia, Feminino","Russian Cup, Women","Russian Cup, Women","Russian Cup, Women","Cúp quốc gia Nga, Nữ","Russian Cup, Women"
56454,11,3,,,,,,,,,,,,,
4900,11,30,,Super Liga,Super Liga,Super Liga,Super Liga,Super Liga,Super Liga,Super Liga,Super Liga,Super Liga,Super Liga,Super Liga,Super Liga
36998,11,58,,,,,,,,,,,,,
26674,11,1,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga,3. Bundesliga
5044,11,104,,Premier League,Premier League,"1a Liga, Hombres",Pro A Hommes,１部リーグ男子,1부리그 남자,1ª Liga Masculina,1ая Лига Мужчины,Premier League,1.Lig Erkekler,Giải hạng 1 Nam,波斯尼亚男排甲级联赛
29559,11,239,,,,,,,,,,,,,
41249,11,3,,,,,,,,,,,,,
6030,11,8,,Cup,Cup,"Copa, Masculino","Coupe, Hommes",Cup,"컵, 남자",Taça da Bielorrússia,"Кубок, Мужчины",คัพ ชาย,"Kupa,Erkekler",Cup,"白俄罗斯杯, 男子"
5897,11,53,,National League,National League,National League,National League,National League,National League,National League,National League,National League,National League,National League,National League
75798,11,44,,,,,,,,,,,,,
6471,11,3,,"Puchar Polski, Frauen","Puchar Polski, Women","Copa de Polonia, Femenina",Coupe de Pologne féminine,Puchar ポルスキ、女子,"푸카 폴스키, 여자","Taça da Polónia, Feminino","Кубок Польши, Женщины","พูชาร์ พอลสกี, หญิง","Polonya Kupası, Kadınlar","Puchar Polski, Nữ",波兰女子杯
17836,11,176,1St League,1St League,1St League,1St League,1St League,1St League,1St League,Primeira Divisão,1St League,1St League,1St League,1St League,1St League
9053,11,14,,Regional Leagues,Regional Leagues,Regional Leagues,Regional Leagues,Regional Leagues,Regional Leagues,Liga de Reservas,Regional Leagues,Regional Leagues,Regional Leagues,Regional Leagues,Regional Leagues
10465,11,44,"U23 Pan American Cup, Women","U23 Pan American Cup, Women","U23 Pan American Cup, Women","Copa Panamericana Sub-23, Femenino","U23 Pan American Cup, Women",U23 パン・アメリカンカップ、女子,"U23 Pan American Cup, Women","Taça Panamericana Sub-23, Feminino","U23 Pan American Cup, Women","U23 Pan American Cup, Women","U23 Pan American Cup, Women","Cúp U23 Pan American, Nữ","U23 Pan American Cup, Women"
31628,11,239,,,,,,,,,,,,,
105843,11,187,,,,,,,,,,,,,
37372,11,26,,,,,,,,,,,,,
4747,11,6,,Superliga Frauen,"Superliga, Women","Superliga, Femenina",Superligue féminine,スーパーリーガ、女子,"슈퍼리가, 여자","Superliga, Feminino",Суперлига Женщины,"Superliga, Women","Superliga, Women","Superliga, Nữ","Superliga, Women"
18403,11,144,Premier League,Premier League,Premier League,Premier League,Premier League,Premier League,Premier League,Liga Premier,Premier League,Premier League,Premier League,Premier League,Premier League
48769,11,104,,,,,,,,,,,,,
9038,11,58,,Liverj League A,Liverj League A,Liverj League A,Liverj League A,Liverj League A,Liverj League A,LIVERJ Liga A,Liverj League A,Liverj League A,Liverj League A,Liverj League A,Liverj League A
75312,11,44,,,,,,,,,,,,,
53771,11,185,,,,,,,,,,,,,
5574,11,44,,CEV Cup Frauen,CEV Cup Women,"Copa CEV, Femenina",Coupe CEV féminine,CEVカップ女子,CEV컵 여자,Taça CEV Feminina,"Кубок CEV, Женщины",ซีอีวี คับ วูเมน,"CEV Kupası,Bayanlar",Cúp CEV Nữ,欧洲排球联合会杯，女子
16731,11,58,U19 Gaucho,U19 Gaucho,U19 Gaucho,U19 Gaucho,U19 Gaucho,U19 Gaucho,U19 Gaucho,Gaúcho Sub-19,U19 Gaucho,U19 Gaucho,U19 Gaucho,U19 Gaucho,U19 Gaucho
70913,11,54,,,,,,,,,,,,,
11035,11,44,كأس الأمم الأوروبية,Europameisterschaft,European Championship,Campeonato Europeo,Championnat d'Europe,欧州選手権,유럽 챔피언십,Campeonato Europeu,Чемпионат Европы,ยูโรเปียน แชมป์เปี้ยนชิป,Avrupa Şampiyonası,Giải vô địch Châu Âu,欧洲锦标赛
5009,11,46,,Youth League,Youth League,Liga Juvenil,Youth League,Youth League,청소년리그,Liga Jovem,Youth League,Youth League,Youth League,Giải Thiếu Niên,Youth League
18829,11,185,Liga Nacional,Liga Nacional,Liga Nacional,Liga Nacional,Liga Nacional,Liga Nacional,Liga Nacional,Liga Argentina A2,Liga Nacional,Liga Nacional,Liga Nacional,Liga Nacional,Liga Nacional
15885,11,118,"Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Play-Offs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs","Liga Nacional de Voleibol, Playoffs"
